cable_id;name;diameter;section;dilatation_coefficient;young_modulus;linear_mass;temperature_reference;section_conductor;stress_strain_a0;stress_strain_a1;stress_strain_a2;stress_strain_a3;stress_strain_a4;section_heart;stress_strain_b0;stress_strain_b1;stress_strain_b2;stress_strain_b3;stress_strain_b4;electric_resistance_20;linear_resistance_temperature_coef;has_magnetic_heart;diameter_heart;emissivity;solar_absorption;radial_thermal_conductivity;is_polynomial;is_bimetallic;rts_cable;rts_layer_1;nb_strand_layer_1;rts_layer_2;nb_strand_layer_2;rts_layer_3;nb_strand_layer_3;rts_layer_4;nb_strand_layer_4;rts_layer_5;nb_strand_layer_5;rts_layer_6;nb_strand_layer_6;rts_layer_7;nb_strand_layer_7;rts_layer_8;nb_strand_layer_8;safety_coefficient
199EDA7149896614E043C0C46D2E6614;CUIVRE 109;13.5;108.8;1.7e-05;105000;0.991;15;108.8;0;105000.0;0;0;0;0.0;0;0;0;0;0;0.166;0.0039;False;0.0;0.8;0.9;1;False;False;45000;2290.0;12.0;2290.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;2290.0;1.0;1.5
199EDA7149866614E043C0C46D2E6614;CUIVRE 100;13.0;100.87;1.7e-05;105000;0.919;15;100.87;0;105000.0;0;0;0;0.0;0;0;0;0;0;0.178;0.0039;False;0.0;0.8;0.9;1;False;False;39100;2120.0;12.0;2120.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;2120.0;1.0;1.5
199EDA7149CB6614E043C0C46D2E6614;CUIVRE 93;12.5;93.27;1.7e-05;105000;0.85;15;93.27;0;105000.0;0;0;0;0.0;0;0;0;0;0;0.193;0.0039;False;0.0;0.8;0.9;1;False;False;37800;1960.0;12.0;1960.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;1960.0;1.0;1.5
199EDA7149C26614E043C0C46D2E6614;CUIVRE 75;11.25;75.5;1.7e-05;105000;0.688;15;75.5;0;105000.0;0;0;0;0.0;0;0;0;0;0;0.239;0.0039;False;0.0;0.8;0.9;1;False;False;30600;1630.0;12.0;1630.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;1630.0;1.0;1.5
199EDA7149C06614E043C0C46D2E6614;CUIVRE 74;11.2;74.39;1.7e-05;105000;0.68;15;74.39;0;105000.0;0;0;0;0.0;0;0;0;0;0;0.243;0.0039;False;0.0;0.8;0.9;1;False;False;29700;804.0;18.0;804.0;12.0;804.0;6.0;0.0;;0.0;;0.0;;0.0;;804.0;1.0;1.5
199EDA7149B86614E043C0C46D2E6614;CUIVRE 54;9.5;53.87;1.7e-05;105000;0.491;15;53.87;0;105000.0;0;0;0;0.0;0;0;0;0;0;0.334;0.0039;False;0.0;0.8;0.9;1;False;False;22050;1162.0;12.0;1162.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;1162.0;1.0;1.5
2417310C7674B01AE043A3681CAFB01A;CUIVRE 50;9.0;49.48;1.7e-05;105000;0.449;15;49.48;0;105000.0;0;0;0;0.0;0;0;0;0;0;0.362;0.0039;False;0.0;0.8;0.9;1;False;False;19800;2898.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2898.0;1.0;1.5
199EDA7149B36614E043C0C46D2E6614;CUIVRE 48;9.0;48.35;1.7e-05;105000;0.44;15;48.35;0;105000.0;0;0;0;0.0;0;0;0;0;0;0.373;0.0039;False;0.0;0.8;0.9;1;False;False;19800;1043.0;12.0;1043.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;1043.0;1.0;1.5
199EDA714A0A6614E043C0C46D2E6614;LANTANA 215;24.0;215.0;1.445e-05;125000;1.372;15;115.0;0;125000.0;0;0;0;100.0;0;0;0;0;0;0.26;0.00036;False;15.3;0.8;0.9;1;False;True;151370;1021.0;23.0;5341.0;20.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A0B6614E043C0C46D2E6614;LIS 155;18.0;155.0;1.52e-05;119000;0.866;15;90.0;0;119000.0;0;0;0;149.41;0;0;0;0;0;0.37;0.00036;False;10.6;0.8;0.9;1;False;True;103550;1021.0;18.0;5341.0;13.0;;;;;;;;;;;0.0;0.0;1.5
88F97BA3CE514CA19B4D8588F4D39831;NARCISSE 1317 R;44.0;1317.0;1.74e-05;77530;5.0;15;1049.4;0;27300.0;-64720;65990;-24120;268.56;0;35690;0;0;0;0.02719;0.004;True;21.2;0.8;0.9;1;True;True;534530;;20.0;;16.0;;12.0;11613.0;18.0;11613.0;12.0;11613.0;6.0;;;;;1.5
ED8A062C1AD64825AF9B639085773986;NARCISSE 1317 G;44.0;1317.0;1.74e-05;77530;5.1;15;1049.4;0;27300.0;-64720;65990;-24120;268.56;0;35690;0;0;0;0.02719;0.004;False;21.2;0.8;0.9;1;True;True;534530;;20.0;;16.0;;12.0;11613.0;18.0;11613.0;12.0;11613.0;6.0;;;;;1.5
486ACE4BEC5747B3A1C7CB5D7A4F78D3;NARCISSE 883 R;36.0;883.0;1.76e-05;76370;3.332;15;711.4;0;27600.0;-65420;66700;-24380;172.5;0;34190;0;0;0;0.03943;0.004;False;17.0;0.8;0.9;1;True;True;342700;;17.0;;12.0;14527.0;12.0;14527.0;6.0;;;;;;;;;1.5
252707B9573C4EAD82B96963519036E1;NARCISSE 883 G;36.0;883.0;1.75e-05;76640;3.37;15;711.4;0;27600.0;-65420;66700;-24380;172.5;0;34190;0;0;0;0.03943;0.004;False;17.0;0.8;0.9;1;True;True;342700;;17.0;;12.0;14527.0;12.0;14527.0;6.0;;;;;;;;;1.5
C48DC115291C4BD6A7F7B8856D928B86;NARCISSE 687 R;31.8;686.9;1.71e-05;79660;2.67;15;535.99;0;26760.0;-63440;64690;-23640;150.9;0;38440;0;0;0;0.05326;0.004;False;15.9;0.8;0.9;1;True;True;393420;;16.0;;12.0;12708.0;12.0;12708.0;6.0;;;;;;;;;1.5
CE8C0FB166B9494692F9F6FFE9C4A5F1;NARCISSE 687 G;31.8;686.9;1.71e-05;79660;2.71;15;535.99;0;26760.0;-63440;64690;-23640;150.9;0;38440;0;0;0;0.05326;0.004;False;15.9;0.8;0.9;1;True;True;393420;;16.0;;12.0;12708.0;12.0;12708.0;6.0;;;;;;;;;1.5
6CBBDB128C2143D5B3188EDB91E58564;NARCISSE 573 R;29.0;573.42;1.75e-05;76770;2.16;15;460.71;0;27500.0;-65180;66460;-24290;113.67;0;34700;0;0;0;0.0621;0.004;False;13.8;0.8;0.9;1;True;True;228790;;16.0;;12.0;9872.0;12.0;9872.0;6.0;;;;;;;;;1.5
9B33EB83B8C44454848ED2FEBD75EB7A;NARCISSE 573 G;29.0;573.42;1.75e-05;76770;2.2;15;460.71;0;27500.0;-65180;66460;-24290;113.67;0;34700;0;0;0;0.0621;0.004;False;13.8;0.8;0.9;1;True;True;228790;;16.0;;12.0;9872.0;12.0;9872.0;6.0;;;;;;;;;1.5
48E4612440734F318A68D9888CDD760F;NARCISSE 471 R;26.4;470.92;1.67e-05;83550;1.899;15;353.92;0;25780.0;-61100;62300;-22770;116.99;0;43480;0;0;0;0.0808;0.004;False;14.0;0.8;0.9;1;True;True;229810;;16.0;;12.0;10160.0;12.0;10160.0;6.0;;;;;;;;;1.5
74ABC269BE4344FCAFFBAAF0943E15CA;NARCISSE 471 G;26.4;470.92;1.67e-05;83550;1.93;15;353.92;0;25780.0;-61100;62300;-22770;116.99;0;43480;0;0;0;0.0808;0.004;False;14.0;0.8;0.9;1;True;True;229810;;16.0;;12.0;10160.0;12.0;10160.0;6.0;;;;;;;;;1.5
CBC85B24D84A4CE5B5DA03832F465F11;NARCISSE 237,6 R;18.6;237.6;1.78e-05;74660;0.875;15;194.2;0;28030.0;-66450;67760;-24770;43.41;0;31970;0;0;0;0.1446;0.004;False;8.46;0.8;0.9;1;True;True;89000;;11.0;;7.0;10233.0;6.0;;;;;;;;;;;1.5
4E80D1CF2FCD4389A22D61E5442C69DC;NARCISSE 237,6 G;18.6;237.6;1.78e-05;74660;0.886;15;194.2;0;28030.0;-66450;67760;-24770;43.41;0;31970;0;0;0;0.1446;0.004;False;8.46;0.8;0.9;1;True;True;89000;;11.0;;7.0;10233.0;6.0;;;;;;;;;;;1.5
199EDA714A216614E043C0C46D2E6614;PASTEL 933;40.1;933.11;1.525e-05;110000;4.59;15;557.49;0;110000.0;0;0;0;375.61;0;0;0;0;0;0.0603;0.0036;False;25.2;0.8;0.9;1;False;True;707400;3958.0;27.0;2533.0;28.0;10160.0;24.0;10160.0;18.0;10160.0;12.0;10160.0;6.0;0.0;;10160.0;1.0;1.5
199EDA714A206614E043C0C46D2E6614;PASTEL 412;26.4;411.67;1.78e-05;82000;1.594;15;325.72;0;82000.0;0;0;0;85.95;0;0;0;0;0;0.103;0.0036;False;12.0;0.8;0.9;1;False;True;223800;3206.0;19.0;3206.0;13.0;7464.0;12.0;7464.0;6.0;0.0;;0.0;;0.0;;7464.0;1.0;1.5
DC129C1FA63342AFA63E851AE7D4B0F1;OPPC PASTEL 412 FU 48;26.7;417.98;1.78e-05;86100;1.64;15;321.7;0;86100.0;0;0;0;96.3;0;0;0;0;0;0.099;0.0036;False;12.0;0.8;0.9;1;False;True;224000;;;;;;;;;;;;;;;;;1.5
199EDA714A1F6614E043C0C46D2E6614;PASTEL 366;24.85;366.23;1.81e-05;84000;1.365;15;296.94;0;84000.0;0;0;0;69.29;0;0;0;0;0;0.112;0.0036;False;10.65;0.8;0.9;1;False;True;186360;3118.0;18.0;3118.0;12.0;15837.0;6.0;0.0;;0.0;;0.0;;0.0;;15837.0;1.0;1.5
199EDA714A1E6614E043C0C46D2E6614;PASTEL 299;22.5;299.44;1.63e-05;96400;1.323;15;206.17;0;96500.0;0;0;0;93.27;0;0;0;0;0;0.162;0.0036;False;12.5;0.8;0.9;1;False;True;198500;1595.0;24.0;1595.0;18.0;8099.0;12.0;8099.0;6.0;0.0;;0.0;;0.0;;8099.0;1.0;1.5
ECE58963983C49BBA167363BF9FD4DDA;OPPC PASTEL 299 FU 48;22.5;299.44;1.63e-05;28900;1.32;15;;0;28900.0;0;0;0;;0;0;0;0;0;0.162;0.0036;False;12.5;0.8;0.9;1;False;True;199000;;;;;;;;;;;;;;;;;1.5
199EDA714A1D6614E043C0C46D2E6614;PASTEL 288;22.05;288.35;1.81e-05;84000;1.083;15;233.8;0;84000.0;0;0;0;54.55;0;0;0;0;0;0.142;0.0036;False;9.45;0.8;0.9;1;False;True;151300;2533.0;18.0;2533.0;12.0;12469.0;6.0;0.0;;0.0;;0.0;;0.0;;12469.0;1.0;1.5
74C683F098B14B0CB38EEF8DCFC1BDAE;OPPC PASTEL 288 FU 48;22.75;299.74;1.83e-05;80000;1.15;15;242.3;0;80000.0;0;0;0;57.4;0;0;0;0;0;0.136;0.0036;False;9.45;0.8;0.9;1;False;True;155000;;;;;;;;;;;;;;;;;1.5
199EDA714A1C6614E043C0C46D2E6614;PASTEL 228;19.6;227.82;1.81e-05;84000;0.856;15;184.72;0;84000.0;0;0;0;43.1;0;0;0;0;0;0.18;0.0036;False;8.4;0.8;0.9;1;False;True;120800;2001.0;18.0;2001.0;12.0;10160.0;6.0;0.0;;0.0;;0.0;;0.0;;10160.0;1.0;1.5
54D50C56F0E548B18B30F672E62075F6;OPPC PASTEL 228 FU 48;19.6;227.82;1.81e-05;86500;0.894;15;174.7;0;86500.0;0;0;0;53.2;0;0;0;0;0;0.18;0.0036;False;8.4;0.8;0.9;1;False;True;121000;;;;;;;;;;;;;;;;;1.5
199EDA714A1B6614E043C0C46D2E6614;PASTEL 181,6;17.5;181.62;1.81e-05;84000;0.689;15;147.26;0;84000.0;0;0;0;34.36;0;0;0;0;0;0.226;0.0036;False;7.5;0.8;0.9;1;False;True;96300;1595.0;18.0;1595.0;12.0;8099.0;6.0;0.0;;0.0;;0.0;;0.0;;8099.0;1.0;1.5
199EDA714A1A6614E043C0C46D2E6614;PASTEL 147,1;15.75;147.11;1.81e-05;84000;0.561;15;119.28;0;84000.0;0;0;0;27.83;0;0;0;0;0;0.279;0.0036;False;6.75;0.8;0.9;1;False;True;79100;1292.0;18.0;1292.0;12.0;6759.0;6.0;0.0;;0.0;;0.0;;0.0;;6759.0;1.0;1.5
199EDA714A256614E043C0C46D2E6614;PETUNIA 865;38.1;865.39;1.85e-05;77500;3.251;15;717.33;0;77500.0;0;0;0;148.06;0;0;0;0;0;0.0465;0.0036;True;15.75;0.8;0.9;1;False;True;430300;3424.0;28.0;3424.0;22.0;3424.0;16.0;12469.0;12.0;12469.0;6.0;0.0;;0.0;;12469.0;1.0;1.5
199EDA714A246614E043C0C46D2E6614;PETUNIA 612 (62+19);32.17;611.89;1.86e-05;73500;2.311;15;;0;73500.0;0;0;0;;0;0;0;0;0;;0.0036;True;;0.8;0.9;1;False;False;326900;;;;;;;;;;;;;;;;;1.5
8E2CDA2FE821478789708361A61B02AA;PETUNIA 612 (66+19) RUGOSITE MODIFIEE;32.1;612.63;1.86e-05;77500;2.274;15;507.83;0;77500.0;0;0;0;104.79;0;0;0;0;0;0.0657;0.0036;True;13.25;0.8;0.9;1;False;True;312600;2501.0;28.0;2501.0;22.0;2501.0;16.0;9101.0;12.0;9101.0;6.0;0.0;;0.0;;9101.0;1.0;1.5
199EDA714A236614E043C0C46D2E6614;PETUNIA 612 (66+19);32.1;612.63;1.86e-05;77500;2.274;15;507.83;0;77500.0;0;0;0;104.79;0;0;0;0;0;0.0657;0.0036;True;13.25;0.8;0.9;1;False;True;312600;2501.0;28.0;2501.0;22.0;2501.0;16.0;9101.0;12.0;9101.0;6.0;0.0;;0.0;;9101.0;1.0;1.5
0F307E8376314617B2D8840533D4AC5D;OPPC PETUNIA 612 FU 48;32.1;621.5;1.86e-05;76500;2.8;15;488.6;0;76500.0;0;0;0;132.9;0;0;0;0;0;0.0657;0.0036;True;13.25;0.8;0.9;1;False;True;312000;;;;;;;;;;;;;;;;;1.5
199EDA714A226614E043C0C46D2E6614;PETUNIA 595;31.6;594.9;1.84e-05;69200;2.21;15;488.0;0;69200.0;0;0;0;107.0;0;0;0;0;0;0.0687;0.0036;True;13.44;0.8;0.9;1;False;True;311390;3387.0;23.0;1861.0;24.0;1861.0;18.0;4922.0;18.0;4922.0;12.0;4922.0;6.0;0.0;;4922.0;1.0;1.5
199EDA714A2C6614E043C0C46D2E6614;PHLOX 475;28.35;475.37;1.35e-05;136000;2.84;15;187.03;0;136000.0;0;0;0;288.34;0;0;0;0;0;0.178;0.0036;False;22.05;0.8;0.9;1;False;True;458700;2533.0;24.0;12469.0;18.0;12469.0;12.0;12469.0;6.0;0.0;;0.0;;0.0;;12469.0;1.0;1.5
199EDA714A2B6614E043C0C46D2E6614;PHLOX 376;25.2;375.61;1.35e-05;130000;2.236;15;147.78;0;130000.0;0;0;0;227.83;0;0;0;0;0;0.226;0.0036;False;19.6;0.8;0.9;1;False;True;369300;2001.0;24.0;10160.0;18.0;10160.0;12.0;10160.0;6.0;0.0;;0.0;;0.0;;10160.0;1.0;1.5
199EDA714A2A6614E043C0C46D2E6614;PHLOX 288;22.05;288.35;1.42e-05;124000;1.575;15;140.28;0;124000.0;0;0;0;148.07;0;0;0;0;0;0.238;0.0036;False;15.75;0.8;0.9;1;False;True;249900;2533.0;18.0;12469.0;12.0;12469.0;6.0;0.0;;0.0;;0.0;;0.0;;12469.0;1.0;1.5
199EDA714A296614E043C0C46D2E6614;PHLOX 228;19.6;227.82;1.42e-05;124000;1.246;15;110.83;0;124000.0;0;0;0;116.99;0;0;0;0;0;0.3;0.0036;False;14.0;0.8;0.9;1;False;True;201000;2001.0;18.0;10160.0;12.0;10160.0;6.0;0.0;;0.0;;0.0;;0.0;;10160.0;1.0;1.5
199EDA714A286614E043C0C46D2E6614;PHLOX 181,6;17.5;181.63;1.42e-05;124000;0.992;15;88.36;0;124000.0;0;0;0;93.27;0;0;0;0;0;0.378;0.0036;False;12.5;0.8;0.9;1;False;True;160200;1595.0;18.0;8099.0;12.0;8099.0;6.0;0.0;;0.0;;0.0;;0.0;;8099.0;1.0;1.5
199EDA714A276614E043C0C46D2E6614;PHLOX 147,1;15.75;147.11;1.42e-05;124000;0.804;15;71.57;0;124000.0;0;0;0;75.54;0;0;0;0;0;0.467;0.0036;False;11.25;0.8;0.9;1;False;True;132800;1292.0;18.0;6759.0;12.0;6759.0;6.0;0.0;;0.0;;0.0;;0.0;;6759.0;1.0;1.5
199EDA714A266614E043C0C46D2E6614;PHLOX 116,2;14.0;116.24;1.42e-05;124000;0.634;15;56.55;0;124000.0;0;0;0;59.69;0;0;0;0;0;0.59;0.0036;False;10.0;0.8;0.9;1;False;True;104900;1021.0;18.0;5341.0;12.0;5341.0;6.0;0.0;;0.0;;0.0;;0.0;;5341.0;1.0;1.5
199EDA714A2E6614E043C0C46D2E6614;PHLOX 94,1;12.6;94.07;1.47e-05;112000;0.488;15;51.95;0;112000.0;0;0;0;42.12;0;0;0;0;0;0.642;0.0036;False;8.4;0.8;0.9;1;False;True;77950;1126.0;15.0;3768.0;12.0;3768.0;6.0;0.0;;0.0;;0.0;;0.0;;3768.0;1.0;1.5
199EDA714A2D6614E043C0C46D2E6614;PHLOX 59,7;10.0;59.69;1.53e-05;108000;0.28;15;37.7;0;108000.0;0;0;0;21.99;0;0;0;0;0;0.882;0.0036;False;6.0;0.8;0.9;1;False;True;44150;1021.0;12.0;5341.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;5341.0;1.0;1.5
199EDA7149B46614E043C0C46D2E6614;PHLOX 52,4;9.4;52.4;1.59e-05;102000;0.238;15;34.6;0;102000.0;0;0;0;17.8;0;0;0;0;0;0.958;0.0036;False;5.4;0.8;0.9;1;False;True;37060;1021.0;11.0;4325.0;6.0;0.0;;0.0;;0.0;;0.0;;0.0;;4326.0;1.0;1.5
199EDA714A2F6614E043C0C46D2E6614;POLYGONUM 1195;44.8;1195.33;1.81e-05;84000;4.644;15;967.5;0;84000.0;0;0;0;227.83;0;0;0;0;0;0.0345;0.0036;False;19.6;0.8;0.9;1;False;True;635680;3127.0;36.0;3127.0;30.0;2001.0;30.0;2001.0;24.0;10160.0;18.0;10160.0;12.0;10160.0;6.0;10160.0;1.0;1.5
43AFFE18544E11DB81AB0002A5749A39;POLYGONUM 1185;44.7;1184.49;1.81e-05;75500;4.559;15;956.66;0;75500.0;0;0;0;227.82;0;0;0;0;0;0.0349;0.0036;False;19.6;0.8;0.9;1;False;True;632100;3073.0;36.0;3073.0;30.0;2001.0;30.0;2001.0;24.0;10160.0;18.0;10160.0;12.0;10160.0;6.0;10160.0;1.0;1.5
E420DA703E9E42B983DEC96F803B5342;THYM 325 FU 48;23.8;324.6;1.3e-05;52500;2.24;15;324.6;0;52500.0;0;0;0;0.0;0;0;0;0;0;0.27;0.0045;False;23.8;0.8;0.9;1;False;False;418000;;;;;;;;;;;;;;;;;1.5
199EDA714A4B6614E043C0C46D2E6614;THYM 268 C;23.6;267.5;1.45e-05;32100;1.67;15;149.3;0;32100.0;0;0;0;150.6;0;0;0;0;0;0.24;0.0036;False;14.0;0.8;0.9;1;False;False;235000;2001.0;22.0;5341.0;24.0;5341.0;18.0;;;;;;;;;0.0;0.0;1.5
2417310C769BB01AE043A3681CAFB01A;THYM 268 Q;23.6;267.5;1.45e-05;32100;1.67;15;149.3;0;32100.0;0;0;0;150.6;0;0;0;0;0;0.24;0.0036;False;14.0;0.8;0.9;1;False;False;235000;2001.0;22.0;5341.0;24.0;5341.0;18.0;;;;;;;;;0.0;0.0;1.5
199EDA714A4E6614E043C0C46D2E6614;THYM 268 F;23.6;267.5;1.45e-05;32100;1.67;15;149.3;0;32100.0;0;0;0;150.6;0;0;0;0;0;0.24;0.0036;False;14.0;0.8;0.9;1;False;False;235000;2001.0;22.0;5341.0;24.0;5341.0;18.0;;;;;;;;;0.0;0.0;1.5
199EDA714A466614E043C0C46D2E6614;THYM 268 FU 12;23.6;267.5;1.45e-05;32100;1.67;15;149.3;0;32100.0;0;0;0;150.6;0;0;0;0;0;0.24;0.0036;False;14.0;0.8;0.9;1;False;False;235000;2001.0;22.0;5341.0;24.0;5341.0;18.0;;;;;;;;;0.0;0.0;1.5
199EDA714A476614E043C0C46D2E6614;THYM 268 FU 36;23.6;267.5;1.45e-05;32100;1.67;15;149.3;0;32100.0;0;0;0;150.6;0;0;0;0;0;0.24;0.0036;False;14.0;0.8;0.9;1;False;False;235000;2001.0;22.0;5341.0;24.0;5341.0;18.0;;;;;;;;;0.0;0.0;1.5
2417310C7699B01AE043A3681CAFB01A;THYM 268 FU 48;23.6;267.5;1.45e-05;32100;1.67;15;149.3;0;32100.0;0;0;0;150.6;0;0;0;0;0;0.24;0.0036;False;14.0;0.8;0.9;1;False;False;235000;2001.0;22.0;5341.0;24.0;5341.0;18.0;;;;;;;;;0.0;0.0;1.5
03197AE4B0314B19A0D650D6CFE5DD76;THYM 228 FU 48;20.2;226.4;1.43e-05;26300;1.29;15;112.9;0;26300.0;0;0;0;113.5;0;0;0;0;0;0.3;0.0036;False;14.9;0.8;0.9;1;False;False;196000;;;;;;;;;;;;;;;;;1.5
199EDA714A356614E043C0C46D2E6614;THYM 157 C;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A366614E043C0C46D2E6614;THYM 157 Q;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
1FC39A270DD4440887464DEF524CE5E6;THYM 157 FU 96;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A3F6614E043C0C46D2E6614;THYM 157 FU 36;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A406614E043C0C46D2E6614;THYM 157 FU 4;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A3D6614E043C0C46D2E6614;THYM 157 FM 4;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A3E6614E043C0C46D2E6614;THYM 157 FU 12;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A4D6614E043C0C46D2E6614;THYM 157 F;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A416614E043C0C46D2E6614;THYM 157 FU 48;19.2;157.4;1.58e-05;16100;0.95;15;129.2;0;16100.0;0;0;0;60.2;0;0;0;0;0;0.33;0.0036;False;12.0;0.8;0.9;1;False;False;114000;1726.0;19.0;5341.0;18.0;;;;;;;;;;;0.0;0.0;1.5
2417310C768BB01AE043A3681CAFB01A;THYM 107 FU 8;15.4;107.0;1.55e-05;11900;0.67;15;77.5;0;11900.0;0;0;0;51.6;0;0;0;0;0;0.53;0.0036;False;12.0;0.8;0.9;1;False;False;84000;1021.0;20.0;5341.0;14.0;;;;;;;;;;;0.0;0.0;1.5
199EDA714A386614E043C0C46D2E6614;THYM 107 FU 36;15.4;107.0;1.55e-05;11900;0.67;15;77.5;0;11900.0;0;0;0;51.6;0;0;0;0;0;0.53;0.0036;False;12.0;0.8;0.9;1;False;False;84000;1021.0;20.0;5341.0;14.0;;;;;;;;;;;0.0;0.0;1.5
5E0D39EA3F904053873C7C2385CDA413;THYM 107 FU 48;15.4;107.0;1.55e-05;11900;0.67;15;77.5;0;11900.0;0;0;0;51.6;0;0;0;0;0;0.53;0.0036;False;12.0;0.8;0.9;1;False;False;84000;1021.0;20.0;5341.0;14.0;;;;;;;;;;;0.0;0.0;1.5
943544F0446D42F38D395A047A4A2B7A;THYM 94 FU 48;13.2;94.0;1.51e-05;10500;0.49;15;56.2;0;10500.0;0;0;0;37.4;0;0;0;0;0;0.64;0.0036;False;8.9;0.8;0.9;1;False;False;77900;;;;;;;;;;;;;;;;;1.5
E89715A3C45A412F96519E718CCA925F;THYM 84 FU 36;13.0;84.0;1.61e-05;7800;0.41;15;58.9;0;7800.0;0;0;0;24.9;0;0;0;0;0;0.56;0.0036;False;7.6;0.8;0.9;1;False;False;54300;;;;;;;;;;;;;;;;;1.5
